DATAFLOW,LAST UPDATE,freq,unit,tenure,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2013,6.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2014,6.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2015,6.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2016,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2017,5.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2018,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2019,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2020,2.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2021,2.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2022,3.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2023,4.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2024,3.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,CZ,2025,3.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2010,11.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2011,10.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2012,10.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2013,12.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2014,9.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2015,9.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2016,9.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2017,9.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2018,8.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2019,10.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2020,4.3,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2021,6.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2022,9.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2023,7.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2024,6.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DE,2025,5.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2005,8.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2006,6.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2007,5.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2008,9.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2009,16.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2010,15.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2011,9.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2012,6.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2013,6.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2014,7.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2015,4.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2016,4.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2017,8.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2018,7.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2019,8.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2020,8.0,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2021,7.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2022,7.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2023,5.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,DK,2024,6.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2005,4.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2007,3.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2008,3.1,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2009,2.8,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2010,4.3,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2011,4.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2012,5.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2013,5.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2014,5.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2015,5.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2016,5.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2017,4.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2018,4.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2019,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2020,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA,2021,3.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2007,4.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2008,3.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2009,2.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2010,4.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2011,4.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2012,5.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2013,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2014,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2015,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2016,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2017,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2018,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2019,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA18,2020,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2007,4.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2008,3.3,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2009,2.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2010,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2011,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2012,5.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2013,5.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2014,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2015,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2016,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2017,4.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2018,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2019,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2020,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA19,2021,3.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2014,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2015,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2016,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2017,4.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2018,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2019,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2020,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2021,4.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2022,4.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2023,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EA20,2024,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2006,6.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2007,4.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2008,2.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2009,1.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2010,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2011,4.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2012,6.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2013,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2014,5.5,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2015,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2016,3.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2017,3.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2018,2.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2019,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2020,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2021,2.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2022,3.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2023,5.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2024,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EE,2025,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2007,15.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2008,12.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2009,13.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2010,14.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2011,21.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2012,29.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2013,32.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2014,37.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2015,37.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2016,30.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2017,29.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2018,29.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2019,25.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2020,22.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2021,17.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2022,22.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2023,23.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EL,2024,25.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2007,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2008,1.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2009,1.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2010,2.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2011,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2012,2.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2013,2.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2014,2.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2015,2.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2016,2.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2017,2.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2018,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2019,1.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2020,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2021,3.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2022,2.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2023,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2024,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,ES,2025,1.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2007,7.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2008,6.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2009,5.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2010,6.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2011,6.3,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2012,6.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2013,7.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2014,6.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2015,6.8,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2016,6.4,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2017,5.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2018,5.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU,2019,5.4,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2005,5.1,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2007,7.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2008,6.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2009,5.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2010,6.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2011,6.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2012,6.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2013,7.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2014,6.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2015,6.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2016,6.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2017,5.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2018,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2007,2019,5.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2010,6.3,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2011,6.1,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2012,7.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2013,7.4,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2014,7.1,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2015,7.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2016,6.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2017,6.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2018,5.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2019,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2020,4.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2021,4.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2022,5.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2023,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU27_2020,2024,4.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2010,6.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2011,6.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2012,6.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2013,7.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2014,6.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2015,6.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2016,6.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2017,5.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2018,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,EU28,2019,5.4,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2004,1.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2005,1.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2006,1.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2007,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2008,2.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2009,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2010,1.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2011,2.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2012,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2013,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2014,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2015,2.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2016,2.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2017,2.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2018,1.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2019,1.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2020,1.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2021,1.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2022,2.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2023,2.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2024,2.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FI,2025,1.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FR,2005,1.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FR,2006,1.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FR,2007,1.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_NL,FR,2008,0.6,,
